frac,acc_mean,acc_std,nrows,ci95_lo,ci95_hi
1.0,0.7598537868923612,0.01684004163148152,96,0.7564416773247937,0.7632658964599286
0.5,0.75567626953125,0.02211640193785158,96,0.7511950700007669,0.7601574690617331
